Employee_ID,Year_of_Joining,MonthofJoining,DayofJoining,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32198,2001,6,11,12627,265167,5,Y,Yes,39,4,2,80,2,21,1,2,2,2,2,1
32199,2008,7,11,1493,31353,5,Y,No,31,4,1,80,1,14,3,1,7,4,2,7
32200,2018,6,10,37434,898416,8,Y,Yes,39,4,2,80,3,4,3,1,2,2,1,2
32201,2009,8,15,35592,605064,0,Y,No,9,2,1,80,4,13,2,2,3,2,3,3
32202,1989,2,10,4338,69408,6,Y,Yes,37,3,4,80,3,33,6,2,13,7,13,13
32203,2001,11,14,42051,462561,0,Y,Yes,28,2,4,80,3,21,5,3,13,1,12,5
32204,2017,6,23,22926,366816,6,Y,No,21,1,1,80,2,5,1,2,1,1,1,1
32205,1996,11,17,24851,546722,7,Y,No,39,2,4,80,3,26,3,1,26,24,14,10
32206,2017,11,17,24895,721955,1,Y,No,30,4,4,80,2,5,1,3,4,3,2,4
32207,2007,1,14,45056,1351680,3,Y,Yes,31,2,1,80,3,15,4,4,9,6,4,8
32208,2000,5,13,1429,28580,5,Y,No,37,3,1,80,2,22,3,1,1,1,1,1
32209,1998,7,16,1066,27716,0,Y,Yes,29,2,3,80,3,24,2,1,9,9,7,6
32210,2005,10,23,39994,599910,8,Y,No,24,1,2,80,4,17,3,3,14,10,12,1
32211,1987,6,9,34053,408636,6,Y,Yes,35,4,2,80,4,35,6,1,28,18,27,24
32212,2005,2,21,27726,637698,0,Y,Yes,12,1,2,80,1,17,3,4,14,13,11,1
32213,2018,1,28,19545,195450,6,Y,Yes,46,4,4,80,1,4,6,3,3,3,1,2
32214,2013,5,6,1120,16800,7,Y,No,29,4,1,80,3,9,3,4,9,5,9,5
32215,2016,4,18,18571,92855,5,Y,Yes,48,3,4,80,2,6,5,4,2,2,2,1
32216,1990,4,8,34185,888810,0,Y,No,6,3,3,80,4,32,5,3,20,12,17,6
32217,1985,10,5,24316,121580,4,Y,No,44,3,3,80,2,37,6,2,4,1,3,3
32218,2000,8,10,19769,395380,1,Y,No,13,3,4,80,2,22,4,3,8,3,5,1
32219,2019,8,4,2722,19054,7,Y,Yes,42,3,2,80,1,3,3,1,2,2,1,1
32220,1982,11,6,11234,157276,3,Y,Yes,32,4,4,80,2,40,5,2,33,13,16,13
32221,2015,11,16,37971,873333,2,Y,Yes,41,3,3,80,1,7,3,2,5,1,2,3
32222,2017,12,27,4167,125010,7,Y,No,29,2,2,80,4,5,2,4,3,2,1,3
32223,2008,7,11,6289,119491,6,Y,No,6,4,3,80,3,14,2,3,4,1,1,2
32224,1989,12,16,50324,1509720,6,Y,No,34,2,2,80,4,33,3,2,21,20,20,13
32225,1997,6,16,14010,224160,6,Y,No,7,1,4,80,4,25,1,4,16,13,13,1
32226,1988,11,20,8484,161196,8,Y,Yes,4,3,1,80,2,34,1,4,18,9,18,11
32227,2005,1,3,48326,531586,4,Y,Yes,22,2,2,80,1,17,5,4,11,3,2,2
32228,2011,2,3,49402,839834,2,Y,Yes,32,3,2,80,1,11,1,2,7,7,5,6
32229,1994,8,22,1685,11795,4,Y,No,19,3,2,80,1,28,6,2,3,1,1,3
32230,1999,4,22,44559,401031,0,Y,No,33,2,2,80,2,23,1,2,10,10,2,4
32231,2016,12,14,43245,994635,6,Y,No,44,1,2,80,1,6,6,2,6,2,4,3
32232,2006,8,5,30877,679294,3,Y,Yes,31,3,3,80,4,16,2,1,16,1,12,11
32233,2007,3,16,23345,140070,3,Y,No,26,4,2,80,2,15,1,3,10,7,5,10
32234,2019,11,12,6114,158964,3,Y,No,45,4,4,80,2,3,2,4,1,1,1,1
32235,2008,3,26,9416,263648,5,Y,No,47,4,3,80,4,14,2,4,5,5,3,4
32236,2010,3,23,22090,530160,2,Y,No,32,1,4,80,2,12,6,3,4,4,1,2
32237,1999,6,28,14277,14277,7,Y,No,23,2,3,80,3,23,1,4,13,12,12,13
32238,2010,9,9,5475,164250,4,Y,Yes,27,2,3,80,2,12,2,4,4,3,2,3
32239,1991,4,23,40255,523315,6,Y,Yes,36,3,2,80,3,31,6,2,10,7,1,7
32240,1996,1,19,48282,337974,7,Y,Yes,17,4,2,80,3,26,4,3,11,1,11,5
32241,1994,8,18,25052,275572,5,Y,Yes,43,1,1,80,1,28,5,3,21,20,3,2
32242,1992,8,15,22790,205110,2,Y,No,7,1,1,80,2,30,5,4,23,1,8,6
32243,2014,9,17,37822,378220,3,Y,No,15,1,1,80,2,8,4,2,5,4,2,4
32244,2016,11,15,38062,190310,6,Y,Yes,41,4,2,80,2,6,3,1,6,3,4,2
32245,2007,9,13,36367,72734,2,Y,Yes,11,1,4,80,3,15,5,2,15,14,4,12
32246,2005,1,8,17749,354980,7,Y,Yes,9,3,4,80,2,17,4,3,2,1,1,1
32247,1985,2,25,8914,115882,6,Y,Yes,22,2,1,80,1,37,3,1,6,3,2,2
32248,2001,3,20,41379,744822,2,Y,No,37,3,1,80,1,21,1,4,2,1,2,1
32249,1999,3,9,36391,509474,4,Y,No,6,3,2,80,4,23,6,2,8,3,3,6
32250,1999,9,4,3801,79821,7,Y,No,8,1,4,80,3,23,2,1,7,1,4,1
32251,2004,10,25,23657,496797,2,Y,No,25,2,1,80,1,18,3,3,2,1,1,2
32252,2001,8,21,9988,109868,0,Y,No,35,4,2,80,3,21,1,1,4,4,1,2
32253,1989,6,20,10607,63642,5,Y,No,39,4,2,80,2,33,2,4,4,3,4,1
32254,2018,2,17,34874,662606,3,Y,Yes,12,3,4,80,3,4,4,4,2,1,1,2
32255,2008,9,21,36601,73202,5,Y,Yes,30,1,3,80,2,14,6,3,11,4,4,6
32256,2009,10,11,40419,727542,8,Y,Yes,42,3,4,80,1,13,1,3,13,1,10,6
32257,1988,12,14,44154,1059696,5,Y,No,45,3,4,80,4,34,3,3,23,6,17,13
32258,1984,1,24,4592,32144,8,Y,No,40,1,3,80,4,38,6,2,15,14,7,10
32259,2004,2,3,20314,203140,6,Y,No,3,3,2,80,2,18,3,4,14,6,1,8
32260,2017,10,28,29447,382811,6,Y,No,33,3,2,80,4,5,2,4,1,1,1,1
32261,2011,9,16,36678,1100340,5,Y,Yes,32,4,1,80,3,11,1,3,11,3,10,6
32262,1986,5,17,7996,71964,6,Y,Yes,29,4,2,80,1,36,4,2,5,5,2,1
32263,2011,7,12,11475,160650,0,Y,Yes,1,4,4,80,4,11,6,4,4,1,1,4
32264,2018,2,11,42057,1093482,4,Y,Yes,10,3,3,80,1,4,2,3,2,2,1,1
32265,1992,12,11,29665,860285,6,Y,Yes,47,3,4,80,2,30,6,3,20,16,7,15
32266,2002,12,18,15762,472860,8,Y,Yes,40,4,2,80,2,20,3,2,20,2,14,2
32267,1993,1,8,19469,97345,2,Y,Yes,23,1,3,80,4,29,4,2,9,7,5,2
32268,2008,12,6,41920,125760,8,Y,No,18,3,2,80,1,14,3,1,12,12,1,1
32269,2014,11,14,46294,46294,0,Y,Yes,7,2,4,80,2,8,1,2,3,3,3,1
32270,2009,8,5,10920,251160,7,Y,Yes,37,3,2,80,2,13,6,2,13,3,5,3
32271,1983,9,11,47477,522247,6,Y,No,14,3,2,80,1,39,2,1,14,9,1,11
32272,2008,7,7,34355,687100,5,Y,No,25,4,4,80,2,14,3,1,6,1,3,2
32273,2006,6,11,43777,612878,6,Y,No,32,4,2,80,3,16,5,1,3,2,2,1
32274,2002,2,4,38069,456828,8,Y,No,21,2,4,80,4,20,2,2,20,7,11,19
32275,1997,7,9,26076,365064,7,Y,No,38,1,4,80,1,25,1,2,7,3,4,4
32276,2000,7,8,21799,283387,1,Y,No,16,4,4,80,1,22,4,4,4,2,2,2
32277,1991,12,16,28202,451232,8,Y,Yes,3,3,1,80,1,31,4,1,14,10,13,4
32278,2007,2,18,15104,105728,7,Y,Yes,27,3,1,80,1,15,6,2,10,6,8,3
32279,2013,4,14,9328,102608,1,Y,No,11,2,4,80,4,9,6,2,5,4,4,1
32280,2011,10,6,21779,152453,0,Y,Yes,48,2,1,80,4,11,3,4,9,1,7,6
32281,2008,12,25,31877,956310,0,Y,No,25,2,4,80,4,14,5,1,10,8,9,7
32282,2002,3,8,7426,178224,4,Y,Yes,40,3,1,80,3,20,4,2,16,1,11,12
32283,1991,10,11,33374,100122,1,Y,No,49,4,4,80,3,31,6,4,11,9,10,7
32284,1992,1,28,47378,331646,2,Y,Yes,18,2,3,80,3,30,5,3,7,4,2,3
32285,2013,9,10,3177,66717,8,Y,Yes,3,2,1,80,2,9,1,2,1,1,1,1
32286,1984,2,17,14666,249322,3,Y,No,20,2,2,80,1,38,3,4,32,14,2,32
32287,1990,1,6,37531,562965,6,Y,Yes,24,2,3,80,1,32,3,1,22,21,21,1
32288,2001,1,18,50205,401640,2,Y,Yes,45,3,4,80,4,21,6,4,17,4,13,2
32289,1983,3,15,8882,71056,2,Y,No,34,1,3,80,1,39,2,1,30,10,16,4
32290,1994,6,16,19902,577158,7,Y,No,31,2,3,80,2,28,6,2,24,9,16,7
32291,2002,3,23,47881,287286,4,Y,No,35,2,1,80,3,20,2,2,17,8,16,14
32292,2021,3,8,25861,413776,6,Y,Yes,9,2,3,80,2,1,5,2,1,1,1,1
32293,2002,7,4,49026,539286,0,Y,Yes,10,3,1,80,3,20,3,2,12,9,1,10
32294,2004,3,7,1378,30316,2,Y,No,0,2,2,80,4,18,5,1,7,7,4,5
32295,2020,12,5,23370,584250,7,Y,Yes,45,4,3,80,2,2,1,4,2,1,1,1
32296,2003,11,2,31912,510592,2,Y,Yes,11,2,3,80,4,19,3,2,6,5,4,1
32297,2019,11,6,34239,102717,1,Y,No,27,4,3,80,3,3,3,2,2,2,2,2
32298,2000,6,16,6722,100830,5,Y,No,22,1,3,80,3,22,6,4,22,7,7,9
32299,2004,6,1,14397,244749,6,Y,No,24,1,2,80,4,18,6,3,5,2,2,3
32300,1983,10,1,18355,128485,4,Y,No,38,3,3,80,3,39,3,2,8,2,7,3
32301,1996,6,27,25589,358246,2,Y,Yes,20,1,4,80,4,26,6,3,24,7,7,23
32302,2013,2,2,39668,476016,8,Y,No,36,3,2,80,4,9,2,1,7,1,2,4
32303,2011,7,20,33911,847775,4,Y,No,8,1,4,80,4,11,2,2,11,6,8,6
32304,1987,5,26,20587,226457,7,Y,No,45,2,1,80,3,35,6,2,30,10,18,5
32305,2008,8,10,36929,369290,7,Y,Yes,48,1,2,80,2,14,3,1,10,8,6,8
32306,2017,11,23,9269,111228,1,Y,No,14,1,3,80,1,5,3,1,1,1,1,1
32307,1982,5,11,41003,287021,4,Y,No,21,3,1,80,4,40,1,1,35,9,25,33
32308,2008,9,22,14874,163614,6,Y,No,46,4,2,80,4,14,1,3,14,2,10,10
32309,2008,12,6,49736,696304,2,Y,Yes,0,2,4,80,1,14,6,2,6,4,5,5
32310,2021,4,20,41621,416210,4,Y,No,7,1,4,80,4,1,2,1,1,1,1,1
32311,2009,5,13,37000,999000,8,Y,No,9,1,2,80,2,13,2,3,9,3,7,4
32312,2010,5,4,36322,36322,5,Y,No,24,2,4,80,1,12,2,4,6,3,6,6
32313,1987,7,18,40461,40461,4,Y,Yes,4,4,3,80,2,35,5,1,11,5,8,8
32314,1990,8,24,4080,73440,3,Y,No,8,2,2,80,1,32,6,2,16,1,3,5
32315,1988,11,10,24060,649620,1,Y,No,32,1,2,80,1,34,2,3,34,24,15,29
32316,2004,4,1,9341,233525,3,Y,No,41,3,4,80,3,18,2,2,5,3,5,2
32317,2003,12,12,20368,590672,1,Y,Yes,11,2,2,80,2,19,4,1,3,3,2,3
32318,1997,5,11,41980,1133460,3,Y,No,27,3,1,80,3,25,1,4,1,1,1,1
32319,2020,3,12,26265,735420,1,Y,No,30,2,2,80,4,2,6,1,1,1,1,1
32320,1996,6,19,40618,406180,4,Y,Yes,29,4,4,80,4,26,2,4,2,2,1,1
32321,1998,8,5,37879,113637,0,Y,No,30,4,4,80,4,24,6,4,23,22,11,23
32322,1999,11,24,27851,306361,8,Y,Yes,26,3,4,80,3,23,6,3,12,11,6,10
32323,2005,11,17,23214,324996,2,Y,Yes,37,4,4,80,1,17,5,2,11,1,9,9
32324,1997,11,24,24582,565386,4,Y,No,22,1,4,80,3,25,2,4,20,18,5,14
32325,2003,6,9,43418,86836,8,Y,Yes,33,3,4,80,3,19,6,2,10,1,4,4
32326,2014,10,3,23140,509080,3,Y,Yes,20,4,3,80,4,8,3,4,2,2,1,1
32327,1988,2,9,46116,1106784,8,Y,No,19,1,1,80,1,34,3,2,22,4,18,13
32328,1995,3,14,11378,34134,6,Y,No,21,1,2,80,3,27,2,2,21,16,8,13
32329,1985,9,4,16755,402120,0,Y,Yes,19,3,1,80,2,37,3,3,31,3,2,21
32330,1994,3,5,2431,68068,5,Y,No,38,2,4,80,4,28,2,4,1,1,1,1
32331,2007,11,2,36388,654984,5,Y,Yes,18,4,2,80,1,15,6,2,1,1,1,1
32332,1987,9,22,37330,74660,0,Y,No,5,4,3,80,1,35,5,3,28,16,10,8
32333,1983,3,20,6850,6850,2,Y,Yes,42,2,4,80,2,39,2,2,31,16,29,22
32334,1985,1,17,40157,1204710,3,Y,No,46,1,4,80,1,37,3,4,32,22,15,12
32335,2020,11,10,16743,368346,1,Y,Yes,11,2,2,80,3,2,2,3,1,1,1,1
32336,2005,1,9,17915,358300,5,Y,Yes,14,1,4,80,2,17,3,3,12,3,11,10
32337,2019,3,21,34194,205164,0,Y,No,48,2,4,80,4,3,5,4,1,1,1,1
32338,2018,5,26,9827,255502,1,Y,Yes,35,2,4,80,1,4,4,3,3,1,3,3
32339,2015,5,7,24789,74367,1,Y,Yes,33,4,4,80,3,7,6,3,1,1,1,1
32340,2013,1,25,3226,80650,8,Y,No,45,1,1,80,1,9,2,4,8,7,3,7
32341,2013,2,16,5658,101844,4,Y,Yes,32,1,2,80,3,9,5,3,4,1,4,4
32342,2007,4,17,45739,1372170,6,Y,No,23,3,3,80,1,15,6,3,10,5,7,1
32343,1997,6,4,9118,273540,2,Y,No,6,1,2,80,2,25,2,1,21,11,17,9
32344,1991,1,18,45946,551352,6,Y,Yes,1,2,1,80,2,31,6,2,7,4,5,6
32345,1993,9,1,41831,878451,1,Y,Yes,49,3,4,80,2,29,6,2,3,1,1,1
32346,1985,12,4,17202,326838,7,Y,Yes,10,1,1,80,1,37,1,2,1,1,1,1
32347,1999,6,4,37904,606464,7,Y,Yes,40,1,2,80,3,23,1,4,19,16,3,7
32348,2011,5,10,31814,95442,7,Y,No,16,1,3,80,3,11,3,2,9,1,4,6
32349,1996,12,14,16869,371118,2,Y,No,42,1,3,80,4,26,4,4,19,4,11,19
32350,2018,5,20,15253,350819,1,Y,Yes,7,3,3,80,3,4,4,3,1,1,1,1
32351,2004,3,20,19993,199930,0,Y,Yes,40,1,2,80,2,18,1,1,18,4,10,16
32352,1984,2,11,22595,112975,7,Y,Yes,30,2,2,80,2,38,2,1,27,8,9,8
32353,2008,10,26,10834,184178,1,Y,No,36,1,3,80,3,14,3,4,3,3,3,1
32354,1982,11,10,1876,3752,3,Y,Yes,23,4,1,80,2,40,3,3,4,2,4,2
32355,2020,5,6,38501,693018,7,Y,No,24,3,3,80,4,2,2,1,2,2,2,1
32356,1993,9,11,11548,334892,6,Y,No,33,1,2,80,4,29,4,1,28,8,3,28
32357,2011,12,16,24541,613525,7,Y,Yes,32,3,3,80,4,11,6,1,4,3,3,4
32358,2017,8,20,21722,238942,7,Y,No,13,3,2,80,3,5,6,4,5,1,4,2
32359,1983,1,22,46903,422127,6,Y,No,13,3,4,80,4,39,6,3,8,5,8,3
32360,1982,2,16,41393,1076218,7,Y,No,25,1,3,80,2,40,1,3,29,3,20,10
32361,1985,1,25,6900,62100,8,Y,No,30,3,2,80,1,37,2,3,37,4,18,3
32362,2006,10,19,26325,763425,1,Y,No,37,4,2,80,1,16,2,3,12,10,8,1
32363,2008,4,10,27630,607860,4,Y,Yes,20,2,2,80,1,14,1,4,6,2,5,3
32364,1989,7,22,34785,452205,2,Y,Yes,28,1,3,80,4,33,3,3,3,3,1,3
32365,2011,8,14,44763,581919,0,Y,No,3,3,3,80,3,11,1,2,6,1,4,2
32366,2005,6,22,10824,194832,8,Y,No,39,1,1,80,3,17,4,4,8,5,5,3
32367,1996,6,21,13162,26324,6,Y,Yes,15,4,1,80,1,26,1,3,4,1,1,2
32368,2012,1,7,37276,969176,8,Y,Yes,18,1,1,80,1,10,4,3,9,9,3,7
32369,2013,1,23,15260,137340,7,Y,No,36,4,3,80,4,9,2,4,9,6,2,9
32370,1987,1,13,13180,171340,2,Y,No,33,2,2,80,2,35,5,1,23,14,21,13
32371,1982,8,4,19623,353214,2,Y,Yes,39,3,1,80,4,40,1,1,28,12,8,24
32372,1985,5,11,22790,478590,2,Y,Yes,21,4,3,80,4,37,3,4,36,6,28,36
32373,2003,1,6,50654,1013080,1,Y,No,29,2,1,80,4,19,5,4,1,1,1,1
32374,2007,4,7,25894,284834,1,Y,No,48,4,3,80,1,15,5,3,7,3,6,1
32375,2004,1,19,42869,857380,2,Y,Yes,46,1,3,80,1,18,6,3,7,4,3,5
32376,1984,6,17,11588,220172,3,Y,No,16,3,3,80,4,38,5,4,33,22,32,20
32377,2002,6,9,15674,141066,2,Y,No,14,3,1,80,1,20,4,3,3,3,1,3
32378,2008,8,4,20229,323664,8,Y,Yes,44,2,1,80,2,14,4,3,1,1,1,1
32379,1991,1,27,17091,256365,6,Y,No,42,3,2,80,3,31,4,3,19,16,1,1
32380,1983,9,22,50735,1217640,1,Y,Yes,3,1,1,80,3,39,3,3,7,6,7,7
32381,1988,10,20,47366,994686,8,Y,Yes,28,1,4,80,2,34,5,2,15,2,14,12
32382,2008,1,2,32924,164620,4,Y,No,33,1,4,80,3,14,6,4,4,3,4,2
32383,2009,2,12,35900,682100,2,Y,No,47,2,1,80,1,13,2,4,13,2,9,1
32384,1997,7,9,7075,21225,0,Y,Yes,33,1,1,80,2,25,3,4,15,10,3,14
32385,1990,2,25,7434,185850,0,Y,No,7,3,3,80,4,32,1,3,19,7,19,4
32386,2002,9,16,15416,308320,4,Y,Yes,21,3,3,80,3,20,1,2,5,1,4,3
32387,2012,8,23,35928,35928,5,Y,Yes,16,2,3,80,2,10,3,3,6,5,5,3
32388,1983,4,8,22696,635488,7,Y,No,3,4,1,80,1,39,4,2,10,2,2,4
32389,1982,5,14,47082,470820,6,Y,Yes,35,2,4,80,2,40,4,4,16,1,11,14
32390,2014,9,20,45560,1002320,3,Y,Yes,1,3,1,80,3,8,1,3,5,1,3,2
32391,1990,6,2,42916,472076,0,Y,No,21,2,3,80,2,32,5,3,24,20,13,1
32392,1998,2,21,32896,164480,3,Y,No,10,3,1,80,1,24,2,1,1,1,1,1
32393,1997,2,25,34363,824712,0,Y,Yes,14,3,1,80,2,25,2,2,23,13,7,23
32394,2015,4,25,1843,7372,5,Y,Yes,17,4,1,80,4,7,3,1,6,1,1,6
32395,2013,4,21,30310,363720,7,Y,No,0,2,3,80,2,9,5,4,1,1,1,1
32396,2003,3,22,46656,233280,5,Y,Yes,18,2,1,80,3,19,1,3,8,3,2,1
32397,1996,12,24,44016,528192,3,Y,Yes,33,4,1,80,2,26,5,3,15,3,1,1
32398,1995,4,20,50107,551177,3,Y,Yes,41,3,2,80,2,27,4,2,19,6,19,8
32399,2006,10,10,40355,1008875,2,Y,Yes,11,4,2,80,1,16,4,2,3,3,1,2
32400,2000,1,2,39609,435699,5,Y,No,42,1,4,80,3,22,3,2,4,4,1,2
32401,2007,2,13,9815,245375,5,Y,Yes,17,4,2,80,2,15,1,2,13,13,2,10
32402,1984,2,15,42766,855320,4,Y,Yes,6,1,3,80,1,38,2,2,16,4,5,14
32403,2011,4,14,17691,53073,3,Y,No,7,4,1,80,2,11,1,3,6,1,5,1
32404,2015,12,28,9506,218638,1,Y,No,37,3,4,80,1,7,2,2,7,7,6,2
32405,2013,9,27,39412,394120,1,Y,No,22,4,3,80,4,9,3,4,8,3,8,2
32406,1982,7,19,30524,457860,4,Y,No,5,3,4,80,2,40,6,2,11,8,10,1
32407,2017,6,4,5441,141466,7,Y,No,20,4,2,80,2,5,2,3,3,1,3,1
32408,2020,10,25,44185,176740,6,Y,No,5,3,4,80,4,2,1,4,1,1,1,1
32409,1990,6,19,41678,1250340,2,Y,Yes,4,1,2,80,1,32,6,1,15,9,4,3
32410,2000,3,16,36597,951522,8,Y,Yes,8,4,2,80,4,22,6,3,7,4,3,4
32411,2011,2,14,3810,30480,4,Y,Yes,3,4,4,80,4,11,4,3,2,1,1,2
32412,2010,3,5,2041,48984,8,Y,Yes,13,4,2,80,4,12,5,3,10,4,4,6
32413,2014,3,11,16548,297864,0,Y,Yes,47,2,3,80,2,8,4,2,6,5,3,5
32414,2008,6,17,43428,347424,0,Y,Yes,29,3,1,80,3,14,3,2,9,8,1,5
32415,2021,4,25,41176,988224,2,Y,No,42,3,3,80,4,1,1,3,1,1,1,1
32416,1987,2,6,4996,69944,1,Y,Yes,25,3,1,80,1,35,1,3,21,7,19,12
32417,2001,9,5,7366,36830,0,Y,Yes,48,1,3,80,1,21,2,3,4,4,1,4
32418,2002,4,15,41908,880068,4,Y,Yes,18,3,4,80,1,20,3,3,11,11,9,5
32419,1989,8,14,7685,61480,2,Y,No,28,1,3,80,3,33,5,1,7,1,6,1
32420,2017,9,8,43963,747371,2,Y,Yes,43,4,3,80,2,5,2,1,5,2,1,4
32421,1992,12,25,15730,157300,3,Y,Yes,23,3,3,80,3,30,3,2,12,6,3,2
32422,2007,11,11,43092,1206576,6,Y,No,8,4,3,80,3,15,3,3,6,4,6,5
32423,1995,12,3,1343,37604,1,Y,Yes,35,1,4,80,3,27,4,2,15,1,13,14
32424,1994,8,11,46822,561864,4,Y,Yes,11,3,4,80,4,28,1,3,16,3,9,10
32425,1996,6,7,28829,432435,5,Y,No,24,4,2,80,3,26,3,3,18,7,15,11
32426,2004,10,3,2422,4844,8,Y,Yes,28,2,4,80,2,18,2,3,15,4,2,4
32427,1989,7,9,36615,146460,3,Y,Yes,22,1,2,80,4,33,3,1,31,28,31,31
32428,1998,1,20,8882,44410,4,Y,No,38,2,1,80,3,24,4,2,5,3,4,5
32429,2013,11,14,9297,185940,0,Y,No,11,3,3,80,1,9,1,1,5,2,1,5
32430,1996,11,11,6443,64430,3,Y,No,24,3,3,80,2,26,5,4,19,9,1,4
32431,1996,10,18,15510,434280,0,Y,No,41,1,2,80,2,26,6,1,25,14,23,18
32432,1999,10,24,35851,501914,6,Y,Yes,24,1,1,80,1,23,3,1,14,1,5,6
32433,2018,8,26,47547,47547,6,Y,Yes,44,2,2,80,1,4,2,2,4,3,1,4
32434,1992,6,14,22022,132132,1,Y,No,2,4,4,80,4,30,5,1,22,22,20,1
32435,1987,3,2,11182,55910,2,Y,No,4,3,4,80,4,35,3,3,8,4,2,6
32436,1995,5,12,49310,1380680,1,Y,No,3,3,2,80,1,27,3,3,3,3,1,2
32437,2001,4,16,26620,266200,3,Y,Yes,38,2,4,80,2,21,5,3,4,4,4,1
32438,2014,6,13,8067,129072,3,Y,No,19,4,3,80,2,8,5,1,3,1,1,2
32439,2021,9,10,14021,224336,1,Y,No,21,3,3,80,3,1,2,4,1,1,1,1
32440,2012,7,3,4675,23375,4,Y,No,2,2,1,80,2,10,2,2,5,2,5,2
32441,2014,11,23,49529,99058,5,Y,No,24,1,3,80,4,8,1,4,1,1,1,1
32442,1982,2,9,39746,317968,0,Y,Yes,2,4,1,80,2,40,5,1,14,7,1,8
32443,1984,9,3,40248,362232,5,Y,No,42,4,3,80,2,38,2,3,9,9,5,6
32444,1986,8,17,21670,628430,3,Y,No,7,4,1,80,3,36,3,4,4,4,2,2
32445,1992,7,24,29100,145500,4,Y,No,29,4,1,80,1,30,2,4,7,6,7,5
32446,2020,6,8,45205,226025,3,Y,No,18,4,3,80,2,2,6,3,1,1,1,1
32447,1986,7,26,3006,78156,7,Y,No,19,2,4,80,2,36,4,1,28,8,3,25
32448,1985,1,1,27293,518567,1,Y,No,42,1,4,80,2,37,4,4,26,15,18,20
32449,2016,1,19,40319,967656,3,Y,Yes,13,3,3,80,4,6,6,1,6,5,3,3
32450,2002,5,1,4788,119700,4,Y,Yes,13,4,4,80,3,20,1,1,15,14,3,4
32451,1995,3,17,45957,1057011,4,Y,Yes,27,1,1,80,2,27,3,2,20,12,1,19
32452,1986,1,27,11288,237048,4,Y,Yes,13,1,2,80,1,36,2,1,24,16,16,6
32453,1997,1,17,35170,562720,5,Y,No,26,4,3,80,1,25,1,3,21,8,21,6
32454,1998,12,23,12755,12755,3,Y,Yes,8,3,1,80,3,24,4,1,10,9,5,10
32455,1985,10,3,39373,1141817,1,Y,Yes,46,2,1,80,4,37,4,1,34,15,19,18
32456,1999,1,5,44111,1146886,1,Y,No,15,3,3,80,2,23,1,2,7,4,3,2
32457,1998,7,18,19988,419748,1,Y,No,17,4,4,80,2,24,2,3,6,3,2,6
32458,1994,11,24,1499,13491,5,Y,Yes,17,2,1,80,2,28,3,3,15,2,7,4
32459,1982,1,5,38733,426063,5,Y,Yes,6,2,3,80,2,40,4,1,27,24,7,12
32460,1986,6,14,7398,44388,4,Y,No,47,1,4,80,1,36,6,4,31,19,23,19
32461,2020,6,2,45294,1268232,8,Y,No,17,4,4,80,2,2,1,2,2,1,2,1
32462,2010,12,9,28270,537130,5,Y,Yes,12,2,1,80,1,12,6,1,9,4,1,6
32463,1993,11,25,5813,69756,0,Y,No,49,4,3,80,2,29,1,4,20,19,1,13
32464,2003,3,17,36939,554085,1,Y,Yes,47,3,3,80,2,19,1,3,2,1,1,1
32465,2021,4,11,8142,24426,3,Y,No,24,1,1,80,3,1,1,4,1,1,1,1
32466,1991,3,25,24386,414562,4,Y,Yes,19,2,2,80,4,31,6,1,7,7,6,3
32467,1996,1,3,42283,253698,3,Y,No,48,4,3,80,4,26,3,2,18,9,17,11
32468,2016,6,15,28140,816060,6,Y,Yes,30,1,3,80,4,6,6,1,6,4,2,6
32469,2003,6,13,16966,203592,6,Y,No,9,4,2,80,1,19,2,4,15,10,12,15
32470,1983,3,24,6960,104400,6,Y,Yes,12,4,2,80,1,39,1,2,28,13,15,13
32471,2004,11,27,35797,751737,4,Y,No,40,2,3,80,3,18,5,2,14,5,7,2
32472,1990,9,22,3996,19980,6,Y,Yes,45,2,2,80,1,32,5,4,7,3,6,3
32473,2009,3,23,18917,378340,4,Y,Yes,29,2,2,80,3,13,3,4,2,1,2,1
32474,2015,5,16,3112,24896,4,Y,Yes,23,3,2,80,3,7,6,2,6,5,3,1
32475,1998,9,20,18593,55779,8,Y,Yes,25,1,4,80,2,24,1,1,15,8,4,4
32476,2000,9,13,45559,182236,1,Y,No,47,2,3,80,3,22,2,1,11,8,5,5
32477,1998,8,1,39712,79424,0,Y,No,4,1,1,80,3,24,1,4,11,6,3,1
32478,2005,10,11,36691,990657,4,Y,Yes,23,2,3,80,3,17,5,2,11,9,8,3
32479,2010,8,19,38579,848738,1,Y,No,19,4,1,80,2,12,6,1,3,3,2,2
32480,2021,8,25,34906,942462,0,Y,No,19,4,2,80,3,1,2,1,1,1,1,1
32481,2011,6,20,35979,935454,5,Y,No,8,2,2,80,3,11,2,3,10,7,5,1
32482,1984,2,25,27495,494910,6,Y,No,3,3,4,80,4,38,4,1,18,2,13,7
32483,1998,12,1,42933,1245057,6,Y,No,32,3,4,80,4,24,1,3,21,21,9,2
32484,2021,2,18,10608,42432,8,Y,No,24,1,4,80,4,1,4,3,1,1,1,1
